gateway_id	slot_id	cur_level	player_count
146075	7	4	4
146075	7	5	8
146075	7	7	3
146075	7	8	3
146075	7	9	3
146075	7	10	9
146075	7	11	2
146075	8	0	93
146075	8	5	2
146075	9	0	34
146075	9	1	5
146075	9	2	4
146075	9	3	4
146075	9	4	2
146075	9	5	6
146075	9	6	4
146075	9	7	4
146075	9	8	1
146075	9	10	15
146075	9	11	15
146075	9	12	1
146075	10	0	35
146075	10	1	3
146075	10	2	3
146075	10	3	3
146075	10	4	2
146075	10	5	6
146075	10	6	3
146075	10	7	2
146075	10	8	3
146075	10	9	5
146075	10	10	17
146075	10	11	12
146075	10	12	1
146077	1	0	30
146077	1	1	1
146077	1	2	2
146077	1	3	1
146077	1	4	3
146077	1	5	5
146077	1	6	1
146077	1	7	2
146077	1	8	1
146077	1	9	3
146077	1	10	8
146077	1	11	2
146077	1	12	1
146077	2	0	34
146077	2	1	7
146077	2	2	3
146077	2	3	1
146077	2	5	1
146077	2	6	2
146077	2	7	3
146077	2	8	2
146077	2	9	2
146077	2	10	5
146077	3	0	58
146077	3	1	1
146077	3	2	1
146077	4	0	26
146077	4	1	3
146077	4	2	3
146077	4	5	1
146077	4	6	1
146077	4	7	4
146077	4	8	1
146077	4	10	8
146077	4	11	9
146077	4	12	3
146077	4	13	1
146077	5	0	43
146077	5	1	2
146077	5	2	2
146077	5	3	5
146077	5	5	1
146077	5	7	1
146077	5	8	1
146077	5	10	5
146077	6	0	32
146077	6	1	1
146077	6	2	3
146077	6	3	2
146077	6	4	2
146077	6	5	2
146077	6	6	3
146077	6	7	3
146077	6	8	1
146077	6	9	1
146077	6	10	6
146077	6	11	3
146077	6	12	1
146077	7	0	28
146077	7	1	3
146077	7	2	2
146077	7	3	1
146077	7	4	1
146077	7	5	4
146077	7	6	1
146077	7	7	1
146077	7	9	5
146077	7	10	6
146077	7	11	7
146077	7	13	1
146077	8	0	58
146077	8	1	1
146077	8	2	1
146077	9	0	25
146077	9	1	5
146077	9	2	1
146077	9	4	2
146077	9	6	3
146077	9	7	1
146077	9	8	1
146077	9	9	1
146077	9	10	15
146077	9	11	4
146077	9	12	1
146077	9	13	1
146077	10	0	47
146077	10	1	2
146077	10	2	1
146077	10	3	4
146077	10	4	2
146077	10	8	1
146077	10	10	1
146077	10	11	2
146082	1	0	88
146082	1	1	6
146082	1	2	5
146082	1	3	2
146082	1	4	2
146082	1	5	1
146082	1	6	3
146082	1	7	3
146082	1	8	1
146082	1	9	1
146082	1	10	8
146082	1	11	9
146082	1	12	5
146082	1	13	1
146082	1	14	1
146082	2	0	109
146082	2	1	3
146082	2	2	2
146082	2	3	2
146082	2	4	3
146082	2	5	3
146082	2	6	2
146082	2	7	3
146082	2	8	3
146082	2	10	5
146082	2	11	1
146082	3	0	131
146082	3	1	1
146082	3	5	2
146082	3	6	1
146082	3	10	1
146082	4	0	103
146082	4	1	7
146082	4	2	2
146082	4	3	2
146082	4	4	1
146082	4	5	6
146082	4	7	3
146082	4	8	1
146082	4	9	1
146082	4	10	4
146082	4	11	4
146082	4	12	1
146082	4	13	1
146082	5	0	108
146082	5	1	4
146082	5	2	6
146082	5	3	2
146082	5	5	5
146082	5	6	2
146082	5	7	2
146082	5	8	4
146082	5	9	1
146082	5	10	1
146082	5	12	1
146082	6	0	90
146082	6	1	4
146082	6	2	4
146082	6	3	2
146082	6	4	1
146082	6	5	3
146082	6	6	1
146082	6	7	1
146082	6	8	2
146082	6	9	2
146082	6	10	7
146082	6	11	11
146082	6	12	5
146082	6	13	1
146082	6	14	2
146082	7	0	103
146082	7	1	5
146082	7	2	2
146082	7	3	3
146082	7	4	1
146082	7	5	4
146082	7	6	2
146082	7	7	3
146082	7	8	1
146082	7	10	9
146082	7	11	2
146082	7	12	1
146082	8	0	130
146082	8	1	2
146082	8	5	1
146082	8	6	2
146082	8	10	1
146082	9	0	104
146082	9	1	4
146082	9	2	1
146082	9	3	4
146082	9	4	3
146082	9	5	4
146082	9	7	7
146082	9	8	1
146082	9	9	1
146082	9	10	5
146082	9	12	1
146082	9	14	1
146082	10	0	107
146082	10	1	5
146082	10	2	4
146082	10	3	4
146082	10	4	1
146082	10	5	2
146082	10	6	1
146082	10	7	6
146082	10	8	2
146082	10	9	1
146082	10	10	2
146082	10	11	1
146086	1	0	62
146086	1	1	1
146086	1	2	1
146086	1	3	2
146086	1	4	4
146086	1	5	2
146086	1	6	2
146086	1	7	1
146086	1	10	1
146086	2	0	52
146086	2	1	3
146086	2	2	1
146086	2	3	1
146086	2	4	2
146086	2	5	5
146086	2	6	1
146086	2	7	4
146086	2	9	1
146086	2	10	4
146086	2	12	1
146086	2	13	1
146086	3	0	62
146086	3	1	4
146086	3	2	1
146086	3	4	1
146086	3	5	1
146086	3	6	1
146086	3	9	2
146086	3	10	4
146086	4	0	50
146086	4	1	1
146086	4	2	3
146086	4	4	1
146086	4	6	2
146086	4	7	2
146086	4	8	3
146086	4	9	1
146086	4	10	6
146086	4	11	2
146086	4	12	3
146086	4	13	2
146086	5	0	58
146086	5	1	1
146086	5	2	4
146086	5	3	1
146086	5	4	2
146086	5	6	3
146086	5	8	2
146086	5	10	1
146086	5	11	2
146086	5	13	1
146086	5	14	1
146086	6	0	62
146086	6	1	1
146086	6	2	1
146086	6	3	3
146086	6	4	4
146086	6	6	1
146086	6	7	1
146086	6	9	1
146086	6	10	1
146086	6	11	1
146086	7	0	50
146086	7	1	5
146086	7	3	2
146086	7	4	1
146086	7	5	1
146086	7	6	2
146086	7	7	4
146086	7	10	5
146086	7	11	3
146086	7	12	2
146086	7	13	1
146086	8	0	62
146086	8	1	1
146086	8	2	3
146086	8	3	1
146086	8	4	1
146086	8	6	1
146086	8	7	1
146086	8	9	2
146086	8	10	3
146086	8	11	1
146086	9	0	49
146086	9	1	1
146086	9	3	2
146086	9	4	1
146086	9	5	1
146086	9	6	1
146086	9	8	3
146086	9	10	6
146086	9	11	6
146086	9	12	3
146086	9	13	3
146086	10	0	61
146086	10	1	4
146086	10	2	2
146086	10	4	2
146086	10	5	1
146086	10	6	3
146086	10	7	1
146086	10	11	1
146086	10	14	1
146088	1	0	69
146088	1	1	2
146088	1	2	1
146088	1	5	1
146088	1	6	1
146088	1	7	2
146088	1	10	3
146088	1	11	4
146088	1	12	2
146088	1	18	1
146088	2	0	41
146088	2	1	4
146088	2	2	4
146088	2	3	2
146088	2	4	3
146088	2	5	4
146088	2	6	1
146088	2	7	2
146088	2	8	2
146088	2	9	1
146088	2	10	4
146088	2	11	9
146088	2	12	4
146088	2	13	3
146088	2	14	1
146088	2	20	1
146088	3	0	84
146088	3	1	2
146088	4	0	58
146088	4	1	4
146088	4	2	2
146088	4	4	1
146088	4	5	3
146088	4	6	1
146088	4	7	2
146088	4	8	1
146088	4	9	4
146088	4	10	6
146088	4	11	2
146088	4	13	1
146088	4	17	1
146088	5	0	79
146088	5	1	3
146088	5	2	1
146088	5	5	1
146088	5	6	2
146088	6	0	68
146088	6	1	2
146088	6	2	1
146088	6	3	1
146088	6	5	1
146088	6	7	1
146088	6	9	2
146088	6	10	3
146088	6	11	3
146088	6	12	2
146088	6	13	1
146088	6	15	1
146088	7	0	41
146088	7	1	4
146088	7	2	2
146088	7	3	2
146088	7	4	4
146088	7	5	3
146088	7	6	1
146088	7	7	2
146088	7	8	3
146088	7	9	1
146088	7	10	4
146088	7	11	8
146088	7	12	8
146088	7	13	2
146088	7	21	1
146088	8	0	84
146088	8	1	1
146088	8	2	1
146088	9	0	60
146088	9	1	4
146088	9	2	1
146088	9	3	1
146088	9	4	1
146088	9	6	1
146088	9	7	1
146088	9	8	2
146088	9	9	3
146088	9	10	2
146088	9	11	9
146088	9	16	1
146088	10	0	79
146088	10	1	2
146088	10	2	1
146088	10	3	1
146088	10	9	3
146089	1	0	56
146089	1	1	3
146089	1	2	1
146089	1	5	2
146089	1	9	2
146089	1	10	4
146089	1	13	1
146089	2	0	41
146089	2	1	2
146089	2	2	1
146089	2	3	3
146089	2	4	4
146089	2	6	1
146089	2	8	1
146089	2	9	1
146089	2	10	8
146089	2	11	2
146089	2	12	2
146089	2	13	1
146089	2	15	1
146089	2	20	1
146089	3	0	63
146089	3	1	3
146089	3	2	1
146089	3	4	1
146089	3	10	1
146089	4	0	41
146089	4	1	3
146089	4	2	4
146089	4	3	3
146089	4	5	1
146089	4	6	1
146089	4	7	2
146089	4	10	3
146089	4	11	6
146089	4	12	2
146089	4	13	2
146089	4	14	1
146089	5	0	45
146089	5	1	3
146089	5	2	4
146089	5	4	1
146089	5	5	1
146089	5	6	1
146089	5	7	1
146089	5	8	4
146089	5	9	2
146089	5	10	4
146089	5	11	1
146089	5	12	1
146089	5	20	1
146089	6	0	58
146089	6	2	1
146089	6	3	1
146089	6	5	1
146089	6	6	1
146089	6	10	4
146089	6	11	1
146089	6	12	1
146089	6	14	1
146089	7	0	44
146089	7	3	1
146089	7	4	2
146089	7	5	4
146089	7	6	1
146089	7	8	2
146089	7	10	7
146089	7	11	4
146089	7	12	1
146089	7	13	1
146089	7	17	1
146089	7	21	1
146089	8	0	66
146089	8	1	1
146089	8	3	1
146089	8	10	1
146089	9	0	40
146089	9	1	4
146089	9	2	2
146089	9	3	1
146089	9	5	5
146089	9	6	1
146089	9	10	6
146089	9	11	2
146089	9	12	2
146089	9	13	2
146089	9	14	2
146089	9	15	1
146089	9	16	1
146089	10	0	44
146089	10	1	3
146089	10	2	4
146089	10	3	2
146089	10	5	2
146089	10	6	2
146089	10	7	1
146089	10	8	3
146089	10	9	1
146089	10	10	6
146089	10	20	1
146091	1	0	14
146091	1	1	1
146091	1	2	3
146091	1	3	2
146091	1	4	1
146091	1	5	3
146091	1	6	2
146091	1	7	1
146091	1	9	1
146091	1	10	4
146091	1	11	6
146091	1	13	2
146091	1	14	1
146091	2	0	24
146091	2	1	3
146091	2	2	3
146091	2	3	2
146091	2	4	3
146091	2	5	3
146091	2	6	1
146091	2	7	1
146091	2	11	1
146091	3	0	37
146091	3	1	1
146091	3	2	1
146091	3	3	1
146091	3	4	1
146091	4	0	17
146091	4	1	2
146091	4	2	4
146091	4	3	2
146091	4	4	1
146091	4	5	3
146091	4	7	1
146091	4	8	3
146091	4	9	2
146091	4	10	1
146091	4	11	5
146091	5	0	22
146091	5	1	4
146091	5	2	2
146091	5	3	1
146091	5	4	3
146091	5	5	3
146091	5	6	1
146091	5	7	1
146091	5	8	1
146091	5	9	1
146091	5	11	1
146091	5	12	1
146091	6	0	15
146091	6	1	1
146091	6	2	2
146091	6	3	2
146091	6	5	1
146091	6	6	2
146091	6	7	2
146091	6	8	1
146091	6	9	2
146091	6	10	5
146091	6	11	5
146091	6	13	1
146091	6	14	2
146091	7	0	21
146091	7	1	3
146091	7	2	4
146091	7	3	2
146091	7	4	1
146091	7	5	3
146091	7	6	1
146091	7	7	1
146091	7	8	2
146091	7	10	2
146091	7	11	1
146091	8	0	35
146091	8	1	4
146091	8	2	1
146091	8	5	1
146091	9	0	17
146091	9	1	2
146091	9	2	1
146091	9	3	4
146091	9	4	3
146091	9	5	2
146091	9	6	1
146091	9	7	2
146091	9	8	1
146091	9	10	2
146091	9	11	4
146091	9	12	2
146091	10	0	21
146091	10	1	4
146091	10	2	1
146091	10	3	2
146091	10	4	4
146091	10	6	1
146091	10	7	1
146091	10	8	1
146091	10	9	1
146091	10	10	3
146091	10	12	1
146091	10	13	1
146092	1	0	82
146092	1	1	5
146092	1	2	4
146092	1	3	1
146092	1	4	4
146092	1	5	3
146092	1	7	3
146092	1	8	1
146092	1	11	3
146092	1	12	2
146092	1	13	2
146092	2	0	92
146092	2	1	3
146092	2	2	4
146092	2	3	4
146092	2	4	1
146092	2	5	2
146092	2	6	2
146092	2	7	1
146092	2	11	1
146092	3	0	103
146092	3	1	4
146092	3	2	2
146092	3	3	1
146092	4	0	71
146092	4	1	5
146092	4	2	5
146092	4	3	3
146092	4	4	3
146092	4	5	4
146092	4	8	2
146092	4	10	4
146092	4	11	7
146092	4	12	3
146092	4	14	3
146092	5	0	78
146092	5	1	3
146092	5	2	3
146092	5	3	1
146092	5	4	3
146092	5	5	6
146092	5	6	2
146092	5	7	1
146092	5	8	4
146092	5	10	5
146092	5	11	2
146092	5	14	2
146092	6	0	83
146092	6	1	4
146092	6	2	5
146092	6	3	2
146092	6	4	3
146092	6	5	1
146092	6	6	2
146092	6	7	1
146092	6	8	2
146092	6	9	1
146092	6	10	1
146092	6	11	2
146092	6	12	1
146092	6	13	1
146092	6	14	1
146092	7	0	91
146092	7	1	1
146092	7	2	3
146092	7	3	3
146092	7	4	5
146092	7	7	2
146092	7	8	2
146092	7	9	2
146092	7	11	1
146092	8	0	105
146092	8	1	1
146092	8	2	2
146092	8	3	2
146092	9	0	72
146092	9	1	5
146092	9	2	3
146092	9	3	2
146092	9	4	1
146092	9	5	1
146092	9	6	2
146092	9	7	1
146092	9	8	1
146092	9	9	1
146092	9	10	7
146092	9	11	7
146092	9	12	4
146092	9	13	1
146092	9	14	2
146092	10	0	79
146092	10	1	3
146092	10	2	1
146092	10	3	5
146092	10	4	4
146092	10	5	3
146092	10	6	1
146092	10	8	2
146092	10	9	1
146092	10	10	5
146092	10	11	3
146092	10	12	1
146092	10	13	1
146092	10	14	1
146094	1	0	12
146094	1	1	1
146094	1	2	3
146094	1	3	3
146094	1	5	1
146094	1	7	1
146094	1	8	1
146094	1	9	2
146094	1	10	7
146094	1	11	3
146094	1	12	1
146094	2	0	15
146094	2	1	1
146094	2	2	2
146094	2	3	4
146094	2	4	1
146094	2	5	2
146094	2	7	1
146094	2	8	2
146094	2	9	2
146094	2	10	2
146094	2	11	1
146094	2	13	1
146094	2	18	1
146094	3	0	26
146094	3	1	2
146094	3	2	2
146094	3	3	3
146094	3	4	1
146094	3	5	1
146094	4	0	9
146094	4	2	4
146094	4	3	4
146094	4	4	2
146094	4	6	1
146094	4	7	2
146094	4	8	1
146094	4	9	1
146094	4	10	8
146094	4	11	1
146094	4	13	1
146094	4	20	1
146094	5	0	12
146094	5	1	4
146094	5	2	4
146094	5	3	3
146094	5	4	3
146094	5	5	1
146094	5	6	1
146094	5	7	1
146094	5	8	2
146094	5	10	2
146094	5	11	2
146094	6	0	12
146094	6	1	1
146094	6	2	4
146094	6	4	1
146094	6	5	1
146094	6	7	2
146094	6	9	1
146094	6	10	8
146094	6	11	3
146094	6	12	2
146094	7	0	15
146094	7	1	3
146094	7	2	4
146094	7	4	3
146094	7	6	2
146094	7	7	1
146094	7	9	1
146094	7	10	3
146094	7	11	1
146094	7	13	1
146094	7	20	1
146094	8	0	26
146094	8	1	3
146094	8	2	2
146094	8	3	1
146094	8	5	2
146094	8	11	1
146094	9	0	8
146094	9	1	1
146094	9	2	2
146094	9	3	2
146094	9	4	4
146094	9	5	1
146094	9	6	1
146094	9	7	2
146094	9	8	1
146094	9	9	1
146094	9	10	9
146094	9	11	1
146094	9	13	1
146094	9	20	1
146094	10	0	15
146094	10	1	1
146094	10	2	4
146094	10	3	2
146094	10	4	2
146094	10	6	1
146094	10	7	1
146094	10	8	1
146094	10	10	6
146094	10	11	2
146096	1	0	14
146096	1	1	1
146096	1	2	1
146096	1	3	4
146096	1	5	2
146096	1	7	1
146096	1	8	1
146096	1	9	4
146096	1	10	8
146096	1	11	6
146096	1	12	2
146096	1	13	4
146096	1	14	1
146096	2	0	45
146096	2	1	1
146096	2	2	1
146096	2	5	1
146096	2	8	1
146096	3	0	46
146096	3	4	1
146096	3	5	1
146096	3	11	1
146096	4	0	14
146096	4	1	1
146096	4	2	4
146096	4	3	3
146096	4	5	3
146096	4	7	1
146096	4	8	1
146096	4	9	1
146096	4	10	9
146096	4	11	9
146096	4	12	3
146096	5	0	30
146096	5	1	2
146096	5	2	4
146096	5	3	3
146096	5	4	1
146096	5	5	2
146096	5	6	2
146096	5	8	1
146096	5	9	1
146096	5	10	2
146096	5	12	1
146096	6	0	12
146096	6	1	1
146096	6	2	4
146096	6	3	2
146096	6	5	1
146096	6	6	1
146096	6	8	1
146096	6	9	2
146096	6	10	11
146096	6	11	8
146096	6	12	3
146096	6	13	2
146096	6	14	1
146096	7	0	43
146096	7	1	2
146096	7	2	2
146096	7	9	1
146096	7	10	1
146096	8	0	44
146096	8	1	1
146096	8	5	2
146096	8	10	2
146096	9	0	14
146096	9	2	7
146096	9	4	1
146096	9	5	2
146096	9	6	1
146096	9	7	1
146096	9	8	1
146096	9	9	1
146096	9	10	9
146096	9	11	9
146096	9	12	2
146096	9	13	1
146096	10	0	31
146096	10	1	1
146096	10	2	4
146096	10	3	1
146096	10	4	2
146096	10	6	2
146096	10	8	3
146096	10	9	1
146096	10	10	2
146096	10	11	1
146096	10	12	1
146098	1	0	4
146098	1	2	2
146098	1	3	1
146098	1	4	1
146098	1	7	2
146098	1	9	1
146098	1	10	2
146098	1	11	3
146098	1	12	1
146098	1	13	3
146098	1	14	1
146098	2	0	7
146098	2	1	1
146098	2	2	2
146098	2	3	1
146098	2	4	1
146098	2	5	2
146098	2	7	2
146098	2	9	1
146098	2	10	3
146098	2	14	1
146098	3	0	17
146098	3	1	3
146098	3	2	1
146098	4	0	10
146098	4	1	1
146098	4	3	1
146098	4	6	1
146098	4	7	2
146098	4	10	3
146098	4	11	3
146098	5	0	15
146098	5	1	1
146098	5	3	1
146098	5	6	1
146098	5	7	2
146098	5	10	1
146098	6	0	4
146098	6	2	1
146098	6	3	1
146098	6	5	2
146098	6	8	1
146098	6	9	1
146098	6	10	3
146098	6	11	3
146098	6	12	3
146098	6	13	1
146098	6	14	1
146098	7	0	9
146098	7	1	2
146098	7	2	1
146098	7	3	1
146098	7	5	1
146098	7	6	1
146098	7	7	1
146098	7	8	1
146098	7	10	2
146098	7	11	1
146098	7	14	1
146098	8	0	21
146098	9	0	9
146098	9	1	1
146098	9	3	1
146098	9	5	1
146098	9	6	1
146098	9	9	1
146098	9	10	3
146098	9	11	3
146098	9	12	1
146098	10	0	13
146098	10	1	1
146098	10	5	1
146098	10	6	1
146098	10	7	1
146098	10	8	1
146098	10	9	2
146098	10	10	1
146099	1	0	37
146099	1	1	1
146099	1	2	1
146099	1	4	1
146099	1	6	1
146099	1	7	1
146099	1	10	2
146099	1	12	1
146099	1	13	1
146099	2	0	34
146099	2	1	3
146099	2	2	2
146099	2	3	1
146099	2	4	3
146099	2	6	1
146099	2	7	1
146099	2	11	1
146099	3	0	46
146099	4	0	11
146099	4	1	3
146099	4	2	1
146099	4	3	1
146099	4	4	1
146099	4	5	2
146099	4	6	2
146099	4	7	1
146099	4	8	2
146099	4	9	3
146099	4	10	3
146099	4	11	5
146099	4	12	2
146099	4	13	7
146099	4	15	1
146099	4	21	1
146099	5	0	26
146099	5	1	3
146099	5	2	1
146099	5	3	1
146099	5	4	1
146099	5	6	1
146099	5	7	1
146099	5	9	2
146099	5	10	5
146099	5	11	3
146099	5	14	2
146099	6	0	34
146099	6	2	3
146099	6	8	2
146099	6	9	2
146099	6	10	2
146099	6	11	1
146099	6	12	1
146099	6	13	1
146099	7	0	37
146099	7	2	1
146099	7	4	3
146099	7	6	2
146099	7	8	1
146099	7	9	1
146099	7	10	1
146099	8	0	45
146099	8	3	1
146099	9	0	8
146099	9	1	1
146099	9	2	1
146099	9	3	2
146099	9	4	3
146099	9	5	1
146099	9	6	1
146099	9	8	1
146099	9	9	2
146099	9	10	6
146099	9	11	8
146099	9	12	5
146099	9	13	4
146099	9	14	1
146099	9	15	1
146099	9	21	1
146099	10	0	26
146099	10	1	1
146099	10	2	2
146099	10	3	3
146099	10	4	1
146099	10	5	1
146099	10	6	1
146099	10	8	1
146099	10	10	8
146099	10	11	2
146100	1	0	21
146100	1	1	1
146100	1	2	2
146100	1	3	3
146100	1	4	2
146100	1	5	2
146100	1	7	3
146100	1	10	12
146100	1	11	3
146100	1	12	2
146100	1	13	1
146100	2	0	36
146100	2	1	4
146100	2	2	3
146100	2	3	1
146100	2	7	1
146100	2	8	1
146100	2	10	6
146100	3	0	49
146100	3	1	1
146100	3	2	2
146100	4	0	25
146100	4	2	4
146100	4	3	1
146100	4	5	2
146100	4	6	3
146100	4	7	2
146100	4	8	1
146100	4	9	2
146100	4	10	6
146100	4	11	4
146100	4	12	1
146100	4	16	1
146100	5	0	21
146100	5	1	2
146100	5	3	6
146100	5	4	5
146100	5	5	4
146100	5	7	1
146100	5	8	2
146100	5	9	1
146100	5	10	6
146100	5	11	3
146100	5	12	1
146100	6	0	21
146100	6	2	2
146100	6	3	1
146100	6	4	3
146100	6	5	1
146100	6	6	2
146100	6	7	2
146100	6	8	2
146100	6	10	11
146100	6	11	4
146100	6	12	3
146100	7	0	38
146100	7	1	2
146100	7	2	3
146100	7	3	1
146100	7	8	1
146100	7	9	1
146100	7	10	4
146100	7	11	1
146100	7	12	1
146100	8	0	50
146100	8	1	1
146100	8	2	1
146100	9	0	22
146100	9	1	1
146100	9	2	3
146100	9	3	3
146100	9	5	1
146100	9	7	3
146100	9	8	3
146100	9	9	1
146100	9	10	8
146100	9	11	3
146100	9	12	3
146100	9	15	1
146100	10	0	23
146100	10	1	1
146100	10	3	4
146100	10	4	3
146100	10	5	3
146100	10	6	1
146100	10	9	2
146100	10	10	9
146100	10	11	4
146100	10	13	2
146101	1	0	4
146101	1	1	1
146101	1	3	2
146101	1	5	2
146101	1	6	1
146101	1	8	1
146101	1	9	2
146101	1	10	6
146101	1	11	3
146101	1	12	3
146101	1	13	1
146101	1	14	1
146101	1	15	1
146101	2	0	18
146101	2	1	2
146101	2	3	1
146101	2	4	2
146101	2	8	1
146101	2	10	3
146101	2	11	1
146101	3	0	24
146101	3	2	3
146101	3	4	1
146101	4	0	6
146101	4	1	2
146101	4	2	3
146101	4	3	2
146101	4	4	1
146101	4	5	1
146101	4	6	1
146101	4	7	1
146101	4	8	1
146101	4	9	1
146101	4	10	8
146101	4	11	1
146101	5	0	12
146101	5	1	1
146101	5	2	2
146101	5	3	2
146101	5	4	2
146101	5	6	2
146101	5	8	2
146101	5	10	3
146101	5	11	2
146101	6	0	4
146101	6	1	2
146101	6	3	2
146101	6	6	3
146101	6	7	1
146101	6	10	6
146101	6	11	6
146101	6	12	3
146101	6	13	1
146101	7	0	17
146101	7	1	1
146101	7	2	2
146101	7	3	2
146101	7	4	1
146101	7	10	3
146101	7	11	2
146101	8	0	24
146101	8	1	2
146101	8	2	2
146101	9	0	4
146101	9	1	1
146101	9	2	3
146101	9	3	2
146101	9	5	1
146101	9	6	1
146101	9	7	3
146101	9	8	3
146101	9	10	4
146101	9	11	6
146101	10	0	12
146101	10	2	3
146101	10	3	1
146101	10	4	1
146101	10	5	2
146101	10	7	1
146101	10	9	1
146101	10	10	4
146101	10	11	2
146101	10	12	1
146102	1	0	19
146102	1	1	2
146102	1	2	6
146102	1	3	2
146102	1	4	3
146102	1	5	5
146102	1	6	1
146102	1	7	1
146102	1	8	1
146102	1	9	1
146102	1	12	1
146102	2	0	16
146102	2	1	4
146102	2	2	1
146102	2	3	4
146102	2	4	2
146102	2	5	5
146102	2	6	1
146102	2	7	2
146102	2	10	5
146102	2	11	2
146102	3	0	39
146102	3	1	1
146102	3	2	2
146102	4	0	7
146102	4	1	2
146102	4	2	3
146102	4	3	5
146102	4	4	1
146102	4	6	2
146102	4	7	1
146102	4	9	1
146102	4	10	14
146102	4	11	2
146102	4	12	3
146102	4	13	1
146102	5	0	11
146102	5	1	2
146102	5	2	4
146102	5	3	1
146102	5	4	3
146102	5	5	2
146102	5	6	2
146102	5	7	2
146102	5	8	3
146102	5	10	6
146102	5	11	2
146102	5	12	2
146102	5	14	2
146102	6	0	19
146102	6	1	4
146102	6	2	5
146102	6	4	1
146102	6	5	2
146102	6	6	2
146102	6	7	3
146102	6	8	1
146102	6	9	2
146102	6	11	2
146102	6	12	1
146102	7	0	16
146102	7	1	2
146102	7	2	3
146102	7	3	1
146102	7	4	2
146102	7	5	4
146102	7	6	2
146102	7	7	2
146102	7	9	1
146102	7	10	8
146102	7	13	1
146102	8	0	39
146102	8	1	2
146102	8	2	1
146102	9	0	9
146102	9	1	1
146102	9	2	2
146102	9	3	1
146102	9	4	3
146102	9	6	2
146102	9	7	2
146102	9	8	1
146102	9	10	15
146102	9	11	3
146102	9	12	1
146102	9	13	2
146102	10	0	13
146102	10	1	2
146102	10	2	2
146102	10	3	3
146102	10	4	2
146102	10	5	3
146102	10	6	2
146102	10	8	1
146102	10	9	1
146102	10	10	9
146102	10	11	1
146102	10	12	1
146102	10	13	1
146102	10	15	1
146103	1	0	13
146103	1	1	1
146103	1	3	1
146103	1	4	1
146103	1	5	3
146103	1	6	2
146103	1	7	2
146103	1	8	2
146103	1	10	8
146103	1	11	2
146103	1	13	1
146103	2	0	17
146103	2	1	3
146103	2	3	3
146103	2	4	3
146103	2	5	2
146103	2	6	2
146103	2	7	3
146103	2	10	3
146103	3	0	35
146103	3	6	1
146103	4	0	14
146103	4	1	2
146103	4	2	2
146103	4	4	1
146103	4	5	4
146103	4	6	1
146103	4	7	2
146103	4	9	2
146103	4	10	3
146103	4	11	4
146103	4	12	1
146103	5	0	8
146103	5	1	1
146103	5	2	3
146103	5	3	2
146103	5	4	5
146103	5	5	2
146103	5	6	2
146103	5	7	1
146103	5	10	7
146103	5	11	4
146103	5	12	1
146103	6	0	12
146103	6	1	1
146103	6	3	1
146103	6	4	2
146103	6	5	3
146103	6	6	1
146103	6	7	1
146103	6	8	1
146103	6	9	2
146103	6	10	6
146103	6	11	5
146103	6	13	1
146103	7	0	15
146103	7	1	1
146103	7	2	2
146103	7	3	2
146103	7	4	4
146103	7	5	1
146103	7	6	2
146103	7	7	2
146103	7	8	1
146103	7	10	6
146103	8	0	35
146103	8	7	1
146103	9	0	15
146103	9	1	1
146103	9	2	1
146103	9	3	1
146103	9	4	1
146103	9	5	2
146103	9	6	1
146103	9	7	3
146103	9	9	1
146103	9	10	5
146103	9	11	4
146103	9	13	1
146103	10	0	9
146103	10	2	2
146103	10	3	2
146103	10	4	1
146103	10	5	6
146103	10	6	2
146103	10	7	3
146103	10	8	1
146103	10	10	6
146103	10	11	3
146103	10	12	1
146104	1	0	3
146104	1	2	2
146104	1	3	1
146104	1	5	1
146104	1	6	1
146104	1	8	1
146104	1	10	3
146104	2	0	12
146104	3	0	12
146104	4	0	5
146104	4	1	1
146104	4	3	1
146104	4	4	1
146104	4	7	1
146104	4	8	1
146104	4	10	1
146104	4	14	1
146104	5	0	8
146104	5	2	1
146104	5	4	1
146104	5	6	1
146104	5	11	1
146104	6	0	3
146104	6	1	1
146104	6	3	1
146104	6	4	2
146104	6	9	1
146104	6	10	3
146104	6	13	1
146104	7	0	12
146104	8	0	12
146104	9	0	5
146104	9	1	2
146104	9	7	2
146104	9	10	2
146104	9	14	1
146104	10	0	8
146104	10	2	1
146104	10	4	1
146104	10	5	2
146111	1	0	1
146111	1	1	1
146111	1	8	1
146111	2	0	3
146111	3	0	3
146111	4	0	1
146111	4	1	1
146111	4	3	1
146111	5	0	3
146111	6	0	1
146111	6	2	1
146111	6	4	1
146111	7	0	3
146111	8	0	3
146111	9	0	1
146111	9	2	1
146111	9	3	1
146111	10	0	3
153001	1	0	171
153001	1	1	10
153001	1	2	4
153001	1	3	4
153001	1	4	10
153001	1	5	9
153001	1	6	6
153001	1	7	4
153001	1	8	7
153001	1	9	5
153001	1	10	36
153001	1	11	13
153001	1	12	1
153001	1	13	2
153001	1	14	2
153001	1	15	1
153001	2	0	221
153001	2	1	13
153001	2	2	10
153001	2	3	4
153001	2	4	6
153001	2	5	4
153001	2	6	4
153001	2	7	6
153001	2	8	2
153001	2	9	1
153001	2	10	5
153001	2	11	4
153001	2	12	3
153001	2	13	1
153001	2	15	1
153001	3	0	278
153001	3	1	1
153001	3	2	1
153001	3	3	1
