role_id	gateway_id	char_level	pet_sheet	pet_sheet_name	pet_level	pet_savvy	pet_grow	pet_skill_num	pet_equip_level_plus
9956068	153091	131	040003035.pet	神兽-玲珑	1	0	19900	9	6
9956068	153091	131	040003046.pet	神兽-九尾狐	131	62000	24300	7	6
9956068	153091	131	040003038.pet	变异-狐尼克	1	0	27500	6	6
9956068	153091	131	040003029.pet	神兽-朱雀	131	70000	23360	10	24
9956313	153091	126	040002018.pet	宝宝-灵貂小宝·�	17	0	20400	4	6
9956313	153091	126	040003026.pet	变异-黑熊	122	32000	21800	3	18
9956313	153091	126	040003041.pet	神兽-云中雷	126	21000	24200	15	31
9957907	153087	116	040002060.pet	变异-闪电虎	83	0	14800	3	6
9957907	153087	116	040005048.pet	变异-巧虎	112	14000	16800	4	6
9958074	146090	121	040003041.pet	神兽-云中雷	121	21000	20300	5	36
9958074	146090	121	040003026.pet	变异-黑熊	116	29000	17800	9	6
9958074	146090	121	040002026.pet	宝宝-黑熊	121	10000	20800	6	12
9959992	146090	110	040003063.pet	变异-雪狐	90	20000	24300	10	18
9959992	146090	110	040003024.pet	变异-蝶妖	102	5000	20300	5	6
9959992	146090	110	040003021.pet	变异-夺命魔蝎	105	13000	23000	4	6
9961489	146090	131	040002018.pet	宝宝-灵貂小宝·�	1	0	20300	9	6
9961489	146090	131	040003032.pet	变异-大尾	1	0	21600	5	6
9961489	146090	131	040003014.pet	神兽-熊元帅	130	35000	21100	11	24
9961489	146090	131	040003041.pet	神兽-云中雷	131	33000	28000	8	30
9961489	146090	131	040003025.pet	变异-追夜犬	1	21000	19400	5	18
9961489	146090	131	040003041.pet	神兽-云中雷	131	16000	22900	7	24
9961489	146090	131	040003021.pet	变异-夺命魔蝎	1	0	20300	5	6
9961786	146090	75	040005011.pet	新手-灵貂小宝	50	0	15600	3	6
9961786	146090	75	040001020.pet	成年-浣熊	1	0	13000	3	6
9961786	146090	75	040005048.pet	变异-巧虎	66	0	16000	4	6
9961786	146090	75	040001022.pet	成年-剑灵	1	0	11600	4	6
9962797	146090	130	040003027.pet	神兽-屠媚	1	7000	23600	4	6
9962797	146090	130	040005027.pet	神兽-屠媚	129	25000	22900	12	24
9962797	146090	130	040003012.pet	变异-青鸟	1	1000	23200	9	6
9962797	146090	130	040002021.pet	宝宝-夺命魔蝎	3	0	20800	4	6
9962797	146090	130	040003027.pet	神兽-屠媚	129	42000	21300	11	36
9963194	153091	96	040003013.pet	变异-调皮鬼	1	0	19900	4	6
9963194	153091	96	040002060.pet	变异-闪电虎	33	0	17900	3	6
9963194	153091	96	040005011.pet	新手-灵貂小宝	67	0	17000	3	6
9963194	153091	96	040002001.pet	宝宝-灵狐	1	0	15200	6	6
9963194	153091	96	040005048.pet	变异-巧虎	90	2000	16800	4	6
9964809	146090	107	040002020.pet	宝宝-浣熊	83	0	15100	3	6
9964809	146090	107	040002001.pet	宝宝-灵狐	83	0	15000	6	6
9964809	146090	107	040002060.pet	变异-闪电虎	78	0	14400	6	6
9964809	146090	107	040005048.pet	变异-巧虎	104	10000	17600	8	16
9968069	146090	102	040005048.pet	变异-巧虎	90	4000	16400	4	6
9968069	146090	102	040001022.pet	成年-剑灵	69	0	12100	4	6
9968069	146090	102	040003020.pet	变异-浣熊	1	0	17200	3	6
9968069	146090	102	040001001.pet	成年-灵狐	1	0	11500	3	6
9968069	146090	102	040002060.pet	变异-闪电虎	79	5000	15300	3	6
9968469	146090	122	040002060.pet	变异-闪电虎	1	0	14700	3	6
9968469	146090	122	040003026.pet	变异-黑熊	1	0	22500	6	6
9968469	146090	122	040003026.pet	变异-黑熊	117	17000	22900	4	30
9968469	146090	122	040003018.pet	变异-灵貂小宝·�	120	16000	25800	4	28
9968469	146090	122	040003018.pet	变异-灵貂小宝·�	107	12000	26500	5	6
9968776	146090	101	040005048.pet	变异-巧虎	100	8000	16400	4	10
9968776	146090	101	040002005.pet	宝宝-飞兔	1	0	15100	8	6
9968776	146090	101	040001020.pet	成年-浣熊	1	0	11600	3	6
9968776	146090	101	040002060.pet	变异-闪电虎	76	0	16000	3	6
9968776	146090	101	040003011.pet	变异-灵貂小宝	83	4000	16400	7	6
9968901	146090	75	040005048.pet	变异-巧虎	53	0	16800	4	6
9968901	146090	75	040005011.pet	新手-灵貂小宝	1	0	15000	3	6
9968901	146090	75	040002060.pet	变异-闪电虎	1	0	14500	3	6
9969784	146086	115	040003012.pet	变异-青鸟	107	13000	20900	3	10
9969784	146086	115	040003021.pet	变异-夺命魔蝎	1	0	20900	3	6
9969784	146086	115	040003004.pet	神兽-魁麟	113	24000	22000	15	20
9971211	153091	126	040003027.pet	神兽-屠媚	126	50000	27000	14	36
9971211	153091	126	040003012.pet	变异-青鸟	126	24000	19600	5	6
9971211	153091	126	040002018.pet	宝宝-灵貂小宝·�	3	0	20900	5	6
9971211	153091	126	040003041.pet	神兽-云中雷	126	19000	22800	5	6
9971437	153091	128	040003012.pet	变异-青鸟	86	7000	23200	4	6
9971437	153091	128	040003035.pet	神兽-玲珑	128	52000	23000	14	42
9971437	153091	128	040003004.pet	神兽-魁麟	128	27000	24500	5	12
9971437	153091	128	040002021.pet	宝宝-夺命魔蝎	1	0	19500	4	6
9971495	153091	86	040005011.pet	新手-灵貂小宝	69	0	14700	3	6
9971495	153091	86	040002005.pet	宝宝-飞兔	1	0	17600	4	6
9971495	153091	86	040001013.pet	成年-调皮鬼	1	0	11900	4	6
9971495	153091	86	040005048.pet	变异-巧虎	82	0	17600	8	6
9971495	153091	86	040001022.pet	成年-剑灵	1	0	11900	4	6
9974289	146086	108	040002018.pet	宝宝-灵貂小宝·�	73	10000	21000	12	8
9974289	146086	108	040005048.pet	变异-巧虎	91	0	16700	7	8
9974905	153091	128	040003041.pet	神兽-云中雷	128	6000	27900	14	16
9974905	153091	128	040003012.pet	变异-青鸟	1	20000	22800	4	6
9974905	153091	128	040003021.pet	变异-夺命魔蝎	125	10000	22600	9	6
9974905	153091	128	040003027.pet	神兽-屠媚	129	38000	24000	14	36
9974905	153091	128	040003027.pet	神兽-屠媚	120	13000	22700	8	12
9975407	146086	122	040003018.pet	变异-灵貂小宝·�	120	15000	25000	6	24
9975407	146086	122	040003027.pet	神兽-屠媚	1	0	17600	4	6
9975407	146086	122	040002021.pet	宝宝-夺命魔蝎	61	0	21000	4	6
9975407	146086	122	040003041.pet	神兽-云中雷	108	18000	21700	10	12
9977969	153091	123	040001013.pet	成年-调皮鬼	1	0	11600	4	6
9977969	153091	123	040003012.pet	变异-青鸟	1	11000	20000	5	12
9977969	153091	123	040003063.pet	变异-雪狐	108	0	21200	5	12
9977969	153091	123	040003027.pet	神兽-屠媚	123	26000	27500	8	24
9979294	146086	130	040002018.pet	宝宝-灵貂小宝·�	1	0	19100	5	6
9979294	146086	130	040005027.pet	神兽-屠媚	115	41000	19800	10	40
9979294	146086	130	040003004.pet	神兽-魁麟	84	17000	24000	9	14
9979700	153091	128	040003027.pet	神兽-屠媚	122	23000	22800	12	6
9979700	153091	128	040003041.pet	神兽-云中雷	1	1000	22300	10	12
9979700	153091	128	040003027.pet	神兽-屠媚	128	41000	23800	8	36
9980653	153091	122	040003041.pet	神兽-云中雷	122	13000	28400	10	18
9980653	153091	122	040003021.pet	变异-夺命魔蝎	1	0	18000	5	6
9980653	153091	122	040003027.pet	神兽-屠媚	96	14000	26700	6	18
9980653	153091	122	040003012.pet	变异-青鸟	115	28000	26600	9	18
9980653	153091	122	040003021.pet	变异-夺命魔蝎	1	2000	22500	6	17
9980812	153091	125	040001013.pet	成年-调皮鬼	1	0	11200	4	6
9980812	153091	125	040001013.pet	成年-调皮鬼	1	0	12100	4	6
9980812	153091	125	040003041.pet	神兽-云中雷	124	31000	22700	10	24
9980812	153091	125	040005041.pet	神兽-云中雷	122	0	22300	4	6
9980812	153091	125	040003021.pet	变异-夺命魔蝎	1	0	22900	3	6
9980812	153091	125	040003041.pet	神兽-云中雷	121	14000	21800	9	12
9981964	153091	128	040003047.pet	神兽-犀利狼	128	64000	29060	10	42
9981964	153091	128	040003014.pet	神兽-熊元帅	127	40000	18300	14	9
9987436	153091	108	040002018.pet	宝宝-灵貂小宝·�	100	14000	20100	9	9
9987436	153091	108	040002018.pet	宝宝-灵貂小宝·�	102	0	21100	4	12
9987436	153091	108	040003026.pet	变异-黑熊	85	0	27300	9	6
9987436	153091	108	040002017.pet	宝宝-灵貂小宝·�	72	0	17400	8	6
9990867	153091	95	040002060.pet	变异-闪电虎	1	0	14800	3	6
9990867	153091	95	040001013.pet	成年-调皮鬼	1	0	11100	4	6
9990867	153091	95	040001001.pet	成年-灵狐	41	0	11700	1	6
9993114	153091	116	040002060.pet	变异-闪电虎	1	0	15100	3	6
9993114	153091	116	040002060.pet	变异-闪电虎	1	0	14700	3	6
9993114	153091	116	040005011.pet	新手-灵貂小宝	43	0	15500	3	6
9993114	153091	116	040005048.pet	变异-巧虎	58	0	16100	5	6
9994497	153091	92	040002060.pet	变异-闪电虎	1	0	15000	3	6
9994497	153091	92	040005048.pet	变异-巧虎	1	0	18000	4	6
9994497	153091	92	040001022.pet	成年-剑灵	1	0	11500	4	6
9994497	153091	92	040001001.pet	成年-灵狐	1	0	12000	3	6
9994497	153091	92	040005011.pet	新手-灵貂小宝	85	1000	13500	4	6
9995768	153091	115	040003026.pet	变异-黑熊	106	9000	24000	5	17
9995768	153091	115	040001021.pet	成年-夺命魔蝎	92	0	12000	4	6
9995768	153091	115	040002026.pet	宝宝-黑熊	111	21000	20800	4	22
9995768	153091	115	040003041.pet	神兽-云中雷	1	1000	26500	11	10
9999568	153091	115	040003027.pet	神兽-屠媚	115	32000	22600	6	28
9999568	153091	115	040003026.pet	变异-黑熊	113	0	26600	10	6
9999568	153091	115	040003063.pet	变异-雪狐	114	10000	22000	4	6
10000883	153091	128	040005041.pet	神兽-云中雷	123	0	27300	7	6
10000883	153091	128	040003032.pet	变异-大尾	1	0	21900	5	6
10000883	153091	128	040002013.pet	宝宝-调皮鬼	1	0	16900	4	6
10000883	153091	128	040001013.pet	成年-调皮鬼	1	0	11500	2	6
10000883	153091	128	040001021.pet	成年-夺命魔蝎	1	0	13700	5	6
10000883	153091	128	040003025.pet	变异-追夜犬	106	0	21900	5	6
10000883	153091	128	040003041.pet	神兽-云中雷	127	11000	20500	11	24
10000883	153091	128	040003036.pet	神兽-无常	128	40000	29300	15	36
10007957	153091	123	040002018.pet	宝宝-灵貂小宝·�	1	0	17800	4	6
10007957	153091	123	040003026.pet	变异-黑熊	120	0	22800	4	18
10007957	153091	123	040003026.pet	变异-黑熊	123	0	21900	6	30
10009270	153091	76	040005011.pet	新手-灵貂小宝	52	0	15400	3	6
10009270	153091	76	040005048.pet	变异-巧虎	1	0	16100	5	6
10009270	153091	76	040002060.pet	变异-闪电虎	57	1000	15200	6	6
10009312	153091	85	040005011.pet	新手-灵貂小宝	87	1000	15100	5	6
10009312	153091	85	040002015.pet	宝宝-灵貂小宝·�	38	0	14900	4	6
10009312	153091	85	040005048.pet	变异-巧虎	1	0	16800	8	6
10009312	153091	85	040002001.pet	宝宝-灵狐	1	0	15500	3	6
10009312	153091	85	040002005.pet	宝宝-飞兔	1	0	14700	4	6
10013009	153091	123	040003018.pet	变异-灵貂小宝·�	104	12000	23000	5	7
10013009	153091	123	040003017.pet	变异-灵貂小宝·�	119	25000	18800	8	32
10016871	146090	106	040005011.pet	新手-灵貂小宝	50	0	14700	3	6
10016871	146090	106	040005048.pet	变异-巧虎	4	0	16400	4	6
10024053	153091	104	040005048.pet	变异-巧虎	101	10000	16000	6	16
10024053	153091	104	040002060.pet	变异-闪电虎	83	0	15200	2	6
10027371	146090	116	040002013.pet	宝宝-调皮鬼	96	0	18200	4	6
10027371	146090	116	040002016.pet	宝宝-灵貂小宝·�	75	0	18200	4	6
10027371	146090	116	040002026.pet	宝宝-黑熊	103	0	20500	8	6
10034774	146090	127	040003063.pet	变异-雪狐	124	25000	23000	10	16
10034774	146090	127	040003027.pet	神兽-屠媚	127	30000	27900	7	24
10034774	146090	127	040003027.pet	神兽-屠媚	126	12000	22300	7	21
10034774	146090	127	040002021.pet	宝宝-夺命魔蝎	1	0	19900	5	6
10036633	146086	114	040002018.pet	宝宝-灵貂小宝·�	1	0	17800	4	6
10036633	146086	114	040002026.pet	宝宝-黑熊	1	0	23400	9	6
10036633	146086	114	040003012.pet	变异-青鸟	110	21000	22800	11	6
10042997	146090	126	040002060.pet	变异-闪电虎	82	0	14700	3	13
10042997	146090	126	040002060.pet	变异-闪电虎	66	0	14900	3	6
10043183	146090	68	040002060.pet	变异-闪电虎	1	0	14000	3	6
10043183	146090	68	040002060.pet	变异-闪电虎	1	0	14800	3	6
10043183	146090	68	040005048.pet	变异-巧虎	1	0	16900	5	6
10043183	146090	68	040005011.pet	新手-灵貂小宝	62	0	15200	3	6
10043183	146090	68	040001001.pet	成年-灵狐	27	0	11900	3	6
10048828	146090	108	040002060.pet	变异-闪电虎	1	0	13600	3	6
10048828	146090	108	040002060.pet	变异-闪电虎	1	0	14800	3	6
10048828	146090	108	040002060.pet	变异-闪电虎	1	0	14200	3	6
10048828	146090	108	040002060.pet	变异-闪电虎	1	0	14000	3	6
10048828	146090	108	040005048.pet	变异-巧虎	107	16000	16600	4	6
10053554	146090	94	040001022.pet	成年-剑灵	1	0	12800	4	6
10053554	146090	94	040002060.pet	变异-闪电虎	1	0	14000	3	6
10053554	146090	94	040005048.pet	变异-巧虎	66	3000	16700	3	6
10053554	146090	94	040005011.pet	新手-灵貂小宝	34	0	14700	3	6
10053554	146090	94	040001005.pet	成年-飞兔	1	0	13800	4	6
10054995	146086	97	040005011.pet	新手-灵貂小宝	66	1000	17600	3	6
10054995	146086	97	040005048.pet	变异-巧虎	78	0	16200	4	6
10064369	153091	114	040001013.pet	成年-调皮鬼	1	0	12900	4	6
10064369	153091	114	040003018.pet	变异-灵貂小宝·�	1	0	23300	6	6
10064369	153091	114	040002024.pet	宝宝-蝶妖	97	0	18100	4	6
10064369	153091	114	040002018.pet	宝宝-灵貂小宝·�	113	0	21000	8	6
10071998	153091	118	040003018.pet	变异-灵貂小宝·�	7	0	19300	4	6
10071998	153091	118	040005048.pet	变异-巧虎	117	16000	17000	5	21
10077064	153087	108	040002060.pet	变异-闪电虎	1	0	14700	1	6
10077064	153087	108	040002060.pet	变异-闪电虎	1	0	14900	3	6
10077064	153087	108	040002060.pet	变异-闪电虎	1	0	15000	3	6
10077064	153087	108	040002060.pet	变异-闪电虎	1	0	15300	3	6
10077064	153087	108	040005048.pet	变异-巧虎	104	13000	16600	6	10
10087585	153087	110	040003018.pet	变异-灵貂小宝·�	109	0	22800	10	10
10087585	153087	110	040002060.pet	变异-闪电虎	1	0	14400	3	6
10087585	153087	110	040002018.pet	宝宝-灵貂小宝·�	78	0	20800	4	6
10087585	153087	110	040002018.pet	宝宝-灵貂小宝·�	1	0	18600	4	6
10087585	153087	110	040005048.pet	变异-巧虎	90	0	16300	5	6
10087697	153087	121	040002018.pet	宝宝-灵貂小宝·�	85	0	24300	8	6
10087697	153087	121	040003027.pet	神兽-屠媚	102	20000	22000	6	20
10087697	153087	121	040003018.pet	变异-灵貂小宝·�	1	0	18400	2	6
10087697	153087	121	040002018.pet	宝宝-灵貂小宝·�	1	0	24800	4	6
10087697	153087	121	040002018.pet	宝宝-灵貂小宝·�	106	0	20100	4	6
10088089	146086	110	040002020.pet	宝宝-浣熊	98	0	14000	6	6
10088089	146086	110	040005048.pet	变异-巧虎	95	0	17200	8	6
10092352	146086	125	040003026.pet	变异-黑熊	102	27000	21700	6	24
10092352	146086	125	040002026.pet	宝宝-黑熊	113	0	20800	9	6
10092352	146086	125	040005048.pet	变异-巧虎	81	0	15800	3	6
10092352	146086	125	040003018.pet	变异-灵貂小宝·�	107	0	28000	9	6
10097835	153091	122	040001013.pet	成年-调皮鬼	1	0	10800	4	6
10097835	153091	122	040003027.pet	神兽-屠媚	122	41000	23600	12	28
10097835	153091	122	040003026.pet	变异-黑熊	113	0	25800	9	6
10097835	153091	122	040003021.pet	变异-夺命魔蝎	108	0	20100	10	6
10109196	153087	84	040005048.pet	变异-巧虎	60	1000	16000	4	6
10109196	153087	84	040005011.pet	新手-灵貂小宝	1	0	14800	3	6
10114425	146090	108	040003018.pet	变异-灵貂小宝·�	90	0	22700	6	6
10114425	146090	108	040002018.pet	宝宝-灵貂小宝·�	1	0	18700	4	6
10114425	146090	108	040002018.pet	宝宝-灵貂小宝·�	98	0	23600	8	6
10120439	146090	106	040005011.pet	新手-灵貂小宝	71	0	14900	3	6
10120439	146090	106	040005048.pet	变异-巧虎	78	1000	16100	4	6
10120439	146090	106	040002021.pet	宝宝-夺命魔蝎	1	0	20300	4	6
10133798	146086	127	040003025.pet	变异-追夜犬	125	34000	26100	5	24
10133798	146086	127	040003041.pet	神兽-云中雷	104	12000	22900	10	12
10133798	146086	127	040003036.pet	神兽-无常	127	2000	25700	11	12
10139928	153091	119	040005048.pet	变异-巧虎	112	6000	19500	4	6
10139928	153091	119	040002018.pet	宝宝-灵貂小宝·�	117	0	19700	4	12
10139928	153091	119	040002018.pet	宝宝-灵貂小宝·�	68	0	21400	9	6
10149300	153091	114	040002018.pet	宝宝-灵貂小宝·�	1	0	19600	4	6
10149300	153091	114	040002060.pet	变异-闪电虎	1	0	15600	3	6
10149300	153091	114	040002018.pet	宝宝-灵貂小宝·�	1	0	20400	5	6
10149300	153091	114	040002060.pet	变异-闪电虎	90	0	15300	3	7
10149300	153091	114	040005048.pet	变异-巧虎	109	0	16200	4	6
10149717	153091	113	040002018.pet	宝宝-灵貂小宝·�	1	0	20800	4	6
10149717	153091	113	040002060.pet	变异-闪电虎	70	0	15300	3	6
10149717	153091	113	040005048.pet	变异-巧虎	104	0	16700	4	12
10149717	153091	113	040002060.pet	变异-闪电虎	1	0	15300	1	6
10178763	146090	113	040003004.pet	神兽-魁麟	104	22000	21700	11	18
10178763	146090	113	040003025.pet	变异-追夜犬	75	0	21800	5	6
10178763	146090	113	040002018.pet	宝宝-灵貂小宝·�	1	0	22500	4	6
10180898	153087	113	040002017.pet	宝宝-灵貂小宝·�	106	0	18000	8	6
10180898	153087	113	040002018.pet	宝宝-灵貂小宝·�	1	0	20100	4	6
10180898	153087	113	040005048.pet	变异-巧虎	78	0	16700	4	6
10182392	153099	127	040003012.pet	变异-青鸟	127	44000	21200	10	24
10182392	153099	127	040002024.pet	宝宝-蝶妖	126	0	20100	4	6
10182399	146098	124	040003041.pet	神兽-云中雷	1	0	22600	10	6
10182399	146098	124	040001013.pet	成年-调皮鬼	1	0	12000	4	6
10182399	146098	124	040003026.pet	变异-黑熊	123	0	22900	6	6
10182399	146098	124	040003041.pet	神兽-云中雷	103	0	25300	10	6
10182399	146098	124	040003025.pet	变异-追夜犬	1	0	17800	6	6
10182399	146098	124	040003014.pet	神兽-熊元帅	124	41000	22900	16	37
10182417	153099	129	040001013.pet	成年-调皮鬼	1	0	11600	4	6
10182417	153099	129	040003014.pet	神兽-熊元帅	129	62000	24500	10	43
10182417	153099	129	040003041.pet	神兽-云中雷	129	40000	20600	16	12
10182417	153099	129	040002021.pet	宝宝-夺命魔蝎	1	0	20600	5	6
10182417	153099	129	040002013.pet	宝宝-调皮鬼	1	0	18100	2	6
10182460	153099	104	040005048.pet	变异-巧虎	88	2000	16600	4	6
10182460	153099	104	040002017.pet	宝宝-灵貂小宝·�	101	2000	17900	4	6
10182511	146098	125	040003025.pet	变异-追夜犬	105	0	21400	3	6
10182511	146098	125	040003021.pet	变异-夺命魔蝎	1	0	19800	5	6
10182511	146098	125	040003047.pet	神兽-犀利狼	125	40000	26311	18	32
10182511	146098	125	040002013.pet	宝宝-调皮鬼	1	0	17200	4	6
10182511	146098	125	040003038.pet	变异-狐尼克	1	0	21700	10	6
10182511	146098	125	040003041.pet	神兽-云中雷	118	0	21600	8	6
10182511	146098	125	040003014.pet	神兽-熊元帅	124	40000	26000	4	7
10182592	146098	91	040001022.pet	成年-剑灵	70	0	11700	4	6
10182592	146098	91	040001005.pet	成年-飞兔	1	0	10800	4	6
10182592	146098	91	040001022.pet	成年-剑灵	1	0	11700	4	6
10182592	146098	91	040005048.pet	变异-巧虎	66	0	16800	4	6
10182592	146098	91	040005011.pet	新手-灵貂小宝	73	2000	14900	4	6
10182609	146098	125	040003004.pet	神兽-魁麟	88	0	24100	7	6
10182609	146098	125	040003035.pet	神兽-玲珑	125	72000	29133	18	30
10182609	146098	125	040002013.pet	宝宝-调皮鬼	1	0	18600	4	6
10182609	146098	125	040002013.pet	宝宝-调皮鬼	1	0	18500	3	6
10182609	146098	125	040002013.pet	宝宝-调皮鬼	1	0	18400	4	6
10182609	146098	125	040002013.pet	宝宝-调皮鬼	1	0	20600	4	6
10182609	146098	125	040003046.pet	神兽-九尾狐	125	36000	29400	6	12
10182609	146098	125	040003021.pet	变异-夺命魔蝎	1	0	25700	8	6
10182630	153099	118	040003041.pet	神兽-云中雷	118	31000	22000	14	23
10182630	153099	118	040003026.pet	变异-黑熊	109	13000	22900	5	19
10182632	153099	123	040002024.pet	宝宝-蝶妖	118	0	18300	4	7
10182632	153099	123	040003018.pet	变异-灵貂小宝·�	123	0	22900	6	8
10182636	153099	122	040003018.pet	变异-灵貂小宝·�	122	0	27100	4	7
10182636	153099	122	040002016.pet	宝宝-灵貂小宝·�	68	0	17600	8	6
10182872	146098	125	040005027.pet	神兽-屠媚	125	20000	23900	5	23
10182872	146098	125	040003035.pet	神兽-玲珑	108	10000	22300	13	10
10182872	146098	125	040003027.pet	神兽-屠媚	125	20000	25800	6	25
10182879	153099	123	040003012.pet	变异-青鸟	1	23000	23000	3	6
10182879	153099	123	040003004.pet	神兽-魁麟	123	2000	24300	9	16
10182879	153099	123	040005027.pet	神兽-屠媚	123	0	22700	8	12
10182879	153099	123	040003046.pet	神兽-九尾狐	123	14000	27400	14	35
10182879	153099	123	040003027.pet	神兽-屠媚	1	0	22100	4	6
10182879	153099	123	040003021.pet	变异-夺命魔蝎	1	0	22400	3	6
10182948	146098	123	040003027.pet	神兽-屠媚	95	0	20700	6	6
10182948	146098	123	040002026.pet	宝宝-黑熊	106	0	19200	3	6
10182948	146098	123	040003026.pet	变异-黑熊	122	17000	20000	6	18
10182948	146098	123	040003027.pet	神兽-屠媚	122	32000	23500	12	35
10182979	153099	113	040002060.pet	变异-闪电虎	1	0	17200	3	6
10182979	153099	113	040005048.pet	变异-巧虎	100	3000	16800	4	6
10182979	153099	113	040003018.pet	变异-灵貂小宝·�	112	0	21700	6	6
10182979	153099	113	040002026.pet	宝宝-黑熊	8	0	20000	8	6
10183143	153099	103	040005011.pet	新手-灵貂小宝	74	0	15200	3	6
10183143	153099	103	040005048.pet	变异-巧虎	95	6000	16700	5	6
10183143	153099	103	040001013.pet	成年-调皮鬼	1	0	11800	4	6
10183143	153099	103	040002017.pet	宝宝-灵貂小宝·�	90	0	17600	8	6
10183214	146098	120	040003041.pet	神兽-云中雷	115	0	23200	11	21
10183214	146098	120	040002026.pet	宝宝-黑熊	108	0	19300	7	6
10183214	146098	120	040003025.pet	变异-追夜犬	119	10000	22300	5	30
10183215	153099	114	040005048.pet	变异-巧虎	89	0	19000	5	6
10183215	153099	114	040003017.pet	变异-灵貂小宝·�	113	4000	19400	6	22
10183256	146098	99	040005011.pet	新手-灵貂小宝	64	0	15100	3	6
10183256	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	14700	4	6
10183256	146098	99	040005048.pet	变异-巧虎	97	0	16000	4	6
10183256	146098	99	040003015.pet	变异-灵貂小宝·�	1	0	16200	5	6
10183256	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
10183257	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14700	4	6
10183257	146098	98	040005011.pet	新手-灵貂小宝	64	0	15300	3	6
10183257	146098	98	040005048.pet	变异-巧虎	96	0	16700	4	6
10183257	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	17500	3	6
10183257	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
10183258	146098	98	040005011.pet	新手-灵貂小宝	64	0	14700	3	6
10183258	146098	98	040005048.pet	变异-巧虎	96	0	17100	4	6
10183259	146098	98	040005011.pet	新手-灵貂小宝	64	0	15400	3	6
10183259	146098	98	040005048.pet	变异-巧虎	96	0	16600	5	6
10183260	146098	98	040005011.pet	新手-灵貂小宝	65	0	15200	3	6
10183260	146098	98	040005048.pet	变异-巧虎	96	0	16400	4	6
10183260	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14900	4	6
10183260	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
10183260	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
10183261	146098	98	040003015.pet	变异-灵貂小宝·�	1	0	18300	5	6
10183261	146098	98	040005011.pet	新手-灵貂小宝	65	0	14500	3	6
10183261	146098	98	040005048.pet	变异-巧虎	96	0	16500	4	6
10183262	146098	98	040005011.pet	新手-灵貂小宝	65	0	17100	3	6
10183262	146098	98	040005048.pet	变异-巧虎	96	0	15300	4	6
10183263	146098	98	040005011.pet	新手-灵貂小宝	65	0	15200	3	6
10183263	146098	98	040005048.pet	变异-巧虎	96	0	15900	4	6
10183263	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14600	4	6
10183264	146098	98	040005011.pet	新手-灵貂小宝	65	0	15100	3	6
10183264	146098	98	040005048.pet	变异-巧虎	96	0	17000	5	6
10183264	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
10183264	146098	98	040003015.pet	变异-灵貂小宝·�	1	0	16900	4	6
10183265	146098	98	040005011.pet	新手-灵貂小宝	64	0	15300	3	6
10183265	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
10183265	146098	98	040005048.pet	变异-巧虎	96	0	14800	4	6
10183265	146098	98	040003015.pet	变异-灵貂小宝·�	1	0	15800	4	6
10183265	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	15500	4	6
10183266	146098	98	040005011.pet	新手-灵貂小宝	65	0	16000	3	6
10183266	146098	98	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
10183266	146098	98	040005048.pet	变异-巧虎	96	0	18000	4	6
10183267	146098	98	040005011.pet	新手-灵貂小宝	65	0	15000	3	6
10183267	146098	98	040005048.pet	变异-巧虎	96	0	16200	4	6
10183272	146098	99	040005011.pet	新手-灵貂小宝	65	0	14900	3	6
10183272	146098	99	040005048.pet	变异-巧虎	97	0	16900	4	6
10183272	146098	99	040003015.pet	变异-灵貂小宝·�	1	0	17000	4	6
10183272	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
10183272	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	17300	3	6
10183273	146098	99	040005011.pet	新手-灵貂小宝	65	0	16800	3	6
10183273	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	17200	4	6
10183273	146098	99	040005048.pet	变异-巧虎	97	0	16700	5	6
10183274	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	14200	4	6
10183274	146098	99	040005011.pet	新手-灵貂小宝	65	0	15400	3	6
10183274	146098	99	040005048.pet	变异-巧虎	97	0	16000	4	6
10183275	146098	99	040005011.pet	新手-灵貂小宝	64	0	15200	3	6
10183275	146098	99	040005048.pet	变异-巧虎	97	0	16700	5	6
10183275	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	15100	4	6
10183275	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	17200	4	6
10183275	146098	99	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
10183276	146098	99	040005011.pet	新手-灵貂小宝	64	0	15900	3	6
